"#","sex  ","  age","address  ","pstatus  ","  medu","mjob    ","  fedu","fjob    ","guardian  ","famsize  ","  famrel","reason    ","  traveltime","  studytime","  failures","schoolsup  ","famsup  ","activities  ","paidclass  ","internet  ","  freetime","  walc","  dalc","  health","  absences","  mean"
"1690","M    ","   16","U        ","T        ","     2","services","     0","services","mother    ","GT3      ","       2","home      ","           1","          1","         2","no         ","no      ","no          ","no         ","yes       ","         1","     2","     3","       1","        33","    58"
"1691","F    ","   20","U        ","T        ","     3","health  ","     3","other   ","other     ","GT3      ","       3","home      ","           1","          1","         1","no         ","no      ","no          ","no         ","no        ","         4","     1","     3","       3","        45","    19"
"1692","F    ","   20","R        ","A        ","     2","teacher ","     0","services","mother    ","LE3      ","       4","reputation","           3","          1","         3","no         ","no      ","no          ","no         ","yes       ","         2","     3","     4","       1","        76","    64"
"1693","F    ","   15","R        ","A        ","     2","other   ","     1","health  ","mother    ","GT3      ","       2","other     ","           2","          3","         1","yes        ","no      ","no          ","yes        ","yes       ","         2","     4","     4","       4","        32","    94"
"1694","M    ","   19","R        ","A        ","     1","teacher ","     3","teacher ","mother    ","GT3      ","       4","home      ","           1","          1","         2","no         ","no      ","no          ","yes        ","no        ","         3","     1","     2","       4","        67","    63"
"1695","M    ","   17","U        ","A        ","     0","at_home ","     1","services","mother    ","GT3      ","       2","course    ","           2","          1","         3","no         ","yes     ","no          ","no         ","no        ","         4","     2","     2","       3","        48","    39"
"1696","F    ","   21","R        ","A        ","     1","other   ","     2","at_home ","other     ","LE3      ","       4","other     ","           1","          2","         1","yes        ","no      ","no          ","no         ","no        ","         4","     2","     2","       4","        73","    95"
"1697","M    ","   16","U        ","T        ","     2","health  ","     0","teacher ","other     ","LE3      ","       1","other     ","           2","          1","         2","no         ","yes     ","no          ","yes        ","yes       ","         4","     3","     2","       1","        13","    51"
"1698","F    ","   15","R        ","A        ","     0","teacher ","     0","at_home ","other     ","GT3      ","       2","other     ","           2","          3","         2","no         ","no      ","yes         ","yes        ","no        ","         3","     1","     4","       4","        39","    78"
"1699","F    ","   18","R        ","T        ","     2","health  ","     1","health  ","father    ","LE3      ","       2","reputation","           3","          3","         2","yes        ","no      ","yes         ","no         ","no        ","         1","     4","     1","       1","        63","    59"
"1700","F    ","   21","U        ","T        ","     2","at_home ","     1","other   ","mother    ","LE3      ","       4","course    ","           2","          1","         1","yes        ","yes     ","yes         ","yes        ","yes       ","         4","     4","     4","       3","        28","    91"
"1701","M    ","   21","R        ","T        ","     2","health  ","     1","health  ","father    ","GT3      ","       2","home      ","           3","          3","         1","no         ","yes     ","yes         ","no         ","no        ","         2","     1","     3","       3","        23","    54"
"1702","F    ","   21","U        ","T        ","     0","services","     2","teacher ","other     ","GT3      ","       1","other     ","           3","          1","         3","no         ","no      ","no          ","yes        ","no        ","         3","     1","     3","       3","        42","    90"
"1703","F    ","   15","U        ","T        ","     3","at_home ","     3","health  ","mother    ","GT3      ","       4","other     ","           3","          1","         3","yes        ","yes     ","no          ","yes        ","no        ","         3","     2","     3","       1","        26","    12"
"1704","F    ","   17","U        ","T        ","     0","services","     0","services","other     ","GT3      ","       3","course    ","           1","          3","         3","yes        ","no      ","yes         ","no         ","no        ","         4","     2","     3","       3","        34","    46"
"1705","M    ","   21","R        ","T        ","     3","at_home ","     3","teacher ","other     ","GT3      ","       1","other     ","           1","          2","         2","yes        ","no      ","no          ","no         ","yes       ","         2","     2","     3","       4","        51","    88"
"1706","F    ","   20","U        ","T        ","     3","teacher ","     3","services","mother    ","GT3      ","       4","course    ","           1","          1","         2","yes        ","no      ","no          ","yes        ","yes       ","         2","     3","     2","       1","        14","    74"
"1707","M    ","   21","R        ","T        ","     0","services","     2","teacher ","father    ","LE3      ","       1","reputation","           2","          1","         3","no         ","yes     ","yes         ","no         ","no        ","         1","     1","     4","       4","        29","    77"
"1708","F    ","   18","U        ","A        ","     2","teacher ","     0","other   ","mother    ","GT3      ","       2","other     ","           1","          3","         1","no         ","yes     ","yes         ","yes        ","no        ","         1","     1","     1","       4","        61","    44"
"1709","F    ","   20","U        ","A        ","     1","services","     0","health  ","other     ","LE3      ","       3","reputation","           1","          3","         1","yes        ","no      ","yes         ","no         ","yes       ","         1","     4","     2","       4","        34","    16"
"1710","F    ","   19","U        ","A        ","     2","health  ","     1","services","father    ","GT3      ","       3","home      ","           3","          3","         1","no         ","yes     ","yes         ","yes        ","no        ","         4","     2","     1","       4","        62","     6"
"1711","F    ","   18","R        ","T        ","     2","services","     3","services","father    ","GT3      ","       4","course    ","           3","          3","         2","yes        ","no      ","yes         ","yes        ","yes       ","         2","     4","     4","       2","        89","    96"
"1712","F    ","   20","R        ","T        ","     3","teacher ","     3","teacher ","father    ","GT3      ","       1","reputation","           1","          2","         1","no         ","yes     ","no          ","no         ","yes       ","         1","     3","     3","       4","        39","    97"
"1713","M    ","   21","U        ","A        ","     2","teacher ","     1","health  ","mother    ","GT3      ","       4","course    ","           1","          2","         1","no         ","no      ","yes         ","no         ","no        ","         4","     3","     4","       2","        16","    38"
"1714","F    ","   20","U        ","A        ","     2","services","     2","services","mother    ","LE3      ","       2","reputation","           3","          2","         1","yes        ","no      ","no          ","yes        ","no        ","         2","     3","     3","       3","        29","    90"
"1715","M    ","   21","U        ","A        ","     0","other   ","     3","teacher ","mother    ","LE3      ","       2","home      ","           3","          2","         3","no         ","yes     ","yes         ","yes        ","no        ","         1","     3","     4","       4","        40","    97"
"1716","M    ","   16","R        ","T        ","     2","other   ","     2","other   ","mother    ","GT3      ","       4","reputation","           1","          3","         2","no         ","no      ","yes         ","no         ","no        ","         2","     1","     1","       4","        46","    35"
"1717","M    ","   19","R        ","T        ","     1","other   ","     1","teacher ","other     ","GT3      ","       1","other     ","           1","          1","         1","no         ","yes     ","yes         ","yes        ","no        ","         2","     4","     4","       3","        56","    30"
"1718","F    ","   15","U        ","T        ","     3","other   ","     0","teacher ","other     ","GT3      ","       1","course    ","           3","          3","         2","no         ","yes     ","yes         ","no         ","no        ","         4","     3","     2","       1","        85","    96"
"1719","F    ","   15","U        ","A        ","     3","services","     1","other   ","mother    ","GT3      ","       2","reputation","           2","          2","         2","no         ","no      ","no          ","no         ","no        ","         4","     2","     4","       2","        35","    64"
"1720","M    ","   19","R        ","A        ","     1","teacher ","     1","teacher ","mother    ","GT3      ","       1","other     ","           1","          3","         1","yes        ","no      ","yes         ","yes        ","yes       ","         3","     1","     4","       3","         6","    60"
"1721","M    ","   19","U        ","A        ","     1","teacher ","     2","services","father    ","GT3      ","       1","reputation","           3","          2","         1","yes        ","no      ","no          ","yes        ","yes       ","         2","     3","     1","       2","        27","    83"
"1722","M    ","   17","U        ","A        ","     2","health  ","     0","at_home ","other     ","GT3      ","       3","reputation","           1","          3","         1","yes        ","yes     ","no          ","yes        ","no        ","         4","     3","     1","       3","        37","    78"
"1723","M    ","   16","U        ","T        ","     0","health  ","     2","other   ","father    ","GT3      ","       2","course    ","           3","          3","         2","no         ","yes     ","no          ","no         ","no        ","         4","     4","     3","       2","        75","    11"
"1724","M    ","   17","U        ","A        ","     1","other   ","     0","other   ","father    ","GT3      ","       3","course    ","           2","          2","         2","yes        ","yes     ","no          ","yes        ","no        ","         2","     1","     4","       1","        71","    11"
"1725","F    ","   17","U        ","A        ","     1","teacher ","     0","other   ","father    ","GT3      ","       4","home      ","           3","          3","         1","no         ","yes     ","yes         ","yes        ","no        ","         4","     2","     1","       2","        26","    88"
"1726","M    ","   19","R        ","T        ","     1","health  ","     0","at_home ","father    ","LE3      ","       3","home      ","           1","          3","         1","no         ","yes     ","yes         ","no         ","yes       ","         2","     4","     4","       1","        43","    81"
"1727","F    ","   20","U        ","A        ","     0","other   ","     2","teacher ","other     ","GT3      ","       3","home      ","           2","          2","         1","no         ","yes     ","no          ","no         ","yes       ","         1","     4","     3","       1","        51","    83"
"1728","F    ","   16","U        ","T        ","     3","at_home ","     2","health  ","father    ","GT3      ","       4","reputation","           1","          1","         3","no         ","no      ","yes         ","no         ","yes       ","         1","     1","     4","       4","        78","    76"
"1729","M    ","   15","R        ","T        ","     1","teacher ","     1","at_home ","mother    ","LE3      ","       2","home      ","           2","          3","         1","yes        ","yes     ","yes         ","yes        ","yes       ","         3","     1","     2","       4","        65","     1"
"1730","M    ","   16","R        ","T        ","     0","teacher ","     0","services","mother    ","LE3      ","       4","home      ","           2","          1","         3","no         ","yes     ","no          ","yes        ","yes       ","         2","     2","     2","       3","        17","    51"
"1731","M    ","   19","U        ","T        ","     3","teacher ","     3","services","father    ","LE3      ","       1","other     ","           1","          2","         3","yes        ","yes     ","no          ","no         ","yes       ","         4","     3","     3","       4","        91","    90"
"1732","F    ","   19","U        ","T        ","     2","services","     1","health  ","father    ","LE3      ","       3","course    ","           1","          1","         2","yes        ","yes     ","yes         ","yes        ","no        ","         4","     3","     3","       3","        28","    64"
"1733","F    ","   17","R        ","A        ","     0","health  ","     1","services","father    ","LE3      ","       3","reputation","           1","          3","         3","no         ","no      ","yes         ","yes        ","yes       ","         3","     4","     2","       1","         2","    55"
"1734","M    ","   21","U        ","A        ","     2","other   ","     0","at_home ","father    ","LE3      ","       2","other     ","           3","          2","         3","yes        ","yes     ","yes         ","yes        ","no        ","         4","     1","     1","       1","        79","    85"
"1735","M    ","   20","U        ","T        ","     0","health  ","     3","other   ","other     ","GT3      ","       2","course    ","           2","          2","         3","no         ","no      ","yes         ","yes        ","yes       ","         2","     2","     4","       4","        39","    29"
"1736","M    ","   17","U        ","T        ","     0","teacher ","     3","teacher ","mother    ","GT3      ","       1","reputation","           2","          3","         3","yes        ","no      ","yes         ","yes        ","no        ","         1","     2","     2","       1","        27","    90"
"1737","M    ","   16","R        ","T        ","     2","services","     2","health  ","father    ","LE3      ","       4","course    ","           3","          1","         2","no         ","no      ","yes         ","no         ","no        ","         3","     3","     2","       1","        61","    56"
"1738","M    ","   17","R        ","T        ","     2","teacher ","     2","health  ","father    ","GT3      ","       2","course    ","           2","          2","         3","yes        ","no      ","no          ","no         ","yes       ","         4","     1","     4","       1","        79","     9"
"1739","M    ","   18","R        ","T        ","     1","teacher ","     2","health  ","father    ","LE3      ","       2","home      ","           2","          1","         3","yes        ","no      ","yes         ","yes        ","no        ","         4","     4","     3","       2","        73","    28"
"1740","F    ","   20","R        ","T        ","     0","health  ","     0","at_home ","mother    ","GT3      ","       3","home      ","           3","          1","         1","yes        ","no      ","yes         ","no         ","yes       ","         3","     4","     3","       2","        44","    48"
"1741","F    ","   21","U        ","A        ","     2","services","     2","teacher ","father    ","LE3      ","       3","reputation","           2","          2","         2","yes        ","yes     ","yes         ","no         ","no        ","         4","     4","     1","       4","        87","    89"
"1742","F    ","   19","U        ","T        ","     0","health  ","     3","health  ","father    ","LE3      ","       4","other     ","           3","          1","         1","yes        ","yes     ","yes         ","yes        ","no        ","         2","     3","     2","       4","        46","    82"
"1743","F    ","   21","R        ","T        ","     0","at_home ","     0","teacher ","father    ","LE3      ","       2","course    ","           2","          1","         1","no         ","yes     ","yes         ","yes        ","no        ","         2","     3","     1","       4","        21","     0"
"1744","M    ","   15","U        ","A        ","     1","services","     1","other   ","other     ","LE3      ","       3","other     ","           2","          1","         3","no         ","yes     ","no          ","yes        ","yes       ","         2","     4","     2","       3","         1","    27"
"1745","M    ","   17","R        ","A        ","     2","services","     3","at_home ","father    ","GT3      ","       1","home      ","           1","          3","         2","no         ","no      ","no          ","no         ","yes       ","         2","     4","     4","       2","        20","    93"
"1746","F    ","   17","R        ","A        ","     0","health  ","     2","health  ","other     ","GT3      ","       2","course    ","           3","          3","         2","no         ","no      ","no          ","no         ","no        ","         4","     4","     2","       2","        59","    93"
"1747","M    ","   17","U        ","T        ","     3","health  ","     3","other   ","mother    ","LE3      ","       1","other     ","           3","          3","         1","yes        ","yes     ","no          ","yes        ","yes       ","         2","     2","     2","       1","        53","    28"
"1748","M    ","   18","R        ","T        ","     2","teacher ","     0","other   ","other     ","GT3      ","       2","home      ","           2","          2","         3","no         ","yes     ","yes         ","no         ","yes       ","         4","     1","     1","       4","        17","    14"
"1749","M    ","   20","R        ","A        ","     3","services","     0","other   ","father    ","LE3      ","       4","reputation","           1","          2","         2","no         ","yes     ","yes         ","yes        ","yes       ","         3","     4","     2","       3","        23","    36"
"1750","F    ","   18","U        ","T        ","     1","health  ","     0","other   ","father    ","LE3      ","       3","reputation","           3","          3","         3","no         ","no      ","yes         ","no         ","yes       ","         3","     4","     4","       2","        88","    82"
"1751","M    ","   17","R        ","T        ","     3","teacher ","     1","other   ","mother    ","LE3      ","       3","reputation","           3","          3","         3","yes        ","yes     ","yes         ","no         ","no        ","         4","     4","     2","       1","        31","    80"
"1752","F    ","   19","U        ","T        ","     1","teacher ","     0","health  ","mother    ","LE3      ","       2","other     ","           2","          2","         2","yes        ","no      ","no          ","yes        ","no        ","         1","     4","     1","       3","        69","    29"
"1753","M    ","   21","U        ","T        ","     2","at_home ","     2","other   ","mother    ","GT3      ","       3","home      ","           2","          1","         3","no         ","yes     ","no          ","no         ","yes       ","         3","     3","     4","       2","        53","    92"
"1754","F    ","   16","U        ","T        ","     2","teacher ","     2","health  ","father    ","LE3      ","       1","other     ","           3","          2","         3","yes        ","yes     ","yes         ","yes        ","yes       ","         3","     2","     1","       2","        64","    40"
"1755","F    ","   21","R        ","A        ","     1","teacher ","     0","health  ","other     ","GT3      ","       4","home      ","           3","          3","         3","yes        ","yes     ","no          ","no         ","no        ","         3","     1","     4","       4","        84","    91"
"1756","F    ","   16","U        ","T        ","     2","health  ","     0","other   ","mother    ","LE3      ","       1","other     ","           2","          2","         3","yes        ","yes     ","yes         ","yes        ","yes       ","         3","     1","     1","       4","        81","     3"
"1757","F    ","   16","U        ","T        ","     1","at_home ","     1","teacher ","mother    ","LE3      ","       2","course    ","           1","          1","         3","yes        ","no      ","no          ","yes        ","yes       ","         1","     2","     1","       3","        69","    68"
"1758","M    ","   16","R        ","A        ","     2","services","     0","at_home ","other     ","LE3      ","       3","reputation","           2","          2","         1","no         ","no      ","no          ","no         ","yes       ","         4","     1","     3","       4","        51","    94"
"1759","M    ","   15","U        ","A        ","     3","services","     0","services","mother    ","GT3      ","       4","course    ","           3","          1","         2","yes        ","no      ","yes         ","no         ","no        ","         2","     2","     1","       3","         2","    43"
"1760","F    ","   16","R        ","T        ","     1","teacher ","     2","teacher ","father    ","LE3      ","       1","other     ","           3","          1","         2","yes        ","yes     ","yes         ","no         ","no        ","         2","     4","     4","       2","         5","    61"
"1761","M    ","   15","R        ","A        ","     3","teacher ","     0","teacher ","other     ","GT3      ","       1","reputation","           3","          2","         2","yes        ","no      ","yes         ","no         ","no        ","         1","     3","     4","       2","        28","    92"
"1762","F    ","   15","R        ","A        ","     1","at_home ","     3","at_home ","other     ","LE3      ","       3","home      ","           3","          1","         2","no         ","no      ","no          ","no         ","yes       ","         3","     3","     2","       2","        67","    71"
"1763","M    ","   20","R        ","T        ","     3","other   ","     0","services","other     ","GT3      ","       3","other     ","           3","          3","         2","no         ","no      ","yes         ","no         ","no        ","         3","     4","     1","       4","        51","    12"
"1764","M    ","   19","R        ","A        ","     3","other   ","     1","teacher ","mother    ","LE3      ","       1","reputation","           2","          3","         1","yes        ","no      ","no          ","no         ","yes       ","         2","     4","     4","       1","         0","    40"
"1765","M    ","   21","R        ","T        ","     3","at_home ","     0","other   ","father    ","GT3      ","       4","reputation","           3","          1","         3","no         ","yes     ","no          ","no         ","no        ","         4","     2","     4","       1","        54","    94"
"1766","F    ","   19","U        ","A        ","     1","teacher ","     3","services","mother    ","LE3      ","       1","other     ","           2","          3","         1","yes        ","yes     ","no          ","yes        ","yes       ","         4","     2","     3","       4","        66","    84"
"1767","M    ","   20","U        ","A        ","     2","teacher ","     1","services","mother    ","GT3      ","       2","reputation","           3","          1","         1","no         ","no      ","no          ","yes        ","yes       ","         2","     2","     2","       4","        18","    17"
"1768","F    ","   21","R        ","A        ","     1","services","     2","teacher ","father    ","LE3      ","       3","home      ","           3","          1","         2","yes        ","no      ","no          ","yes        ","no        ","         2","     3","     1","       4","         4","    65"
"1769","M    ","   17","U        ","A        ","     3","teacher ","     0","teacher ","father    ","GT3      ","       2","other     ","           2","          3","         3","yes        ","yes     ","yes         ","no         ","yes       ","         1","     4","     1","       4","        87","    21"
"1770","M    ","   19","U        ","T        ","     0","other   ","     1","other   ","father    ","LE3      ","       2","course    ","           1","          3","         3","yes        ","no      ","yes         ","yes        ","no        ","         1","     3","     4","       4","        41","    51"
"1771","M    ","   16","U        ","T        ","     3","other   ","     2","at_home ","father    ","LE3      ","       4","other     ","           3","          2","         1","yes        ","no      ","yes         ","yes        ","no        ","         3","     2","     1","       3","        50","    58"
"1772","M    ","   15","U        ","A        ","     0","at_home ","     2","other   ","father    ","LE3      ","       2","home      ","           2","          1","         1","yes        ","yes     ","yes         ","yes        ","no        ","         4","     3","     1","       2","        30","    65"
"1773","F    ","   17","U        ","A        ","     1","teacher ","     1","services","other     ","LE3      ","       4","reputation","           3","          3","         2","no         ","no      ","yes         ","no         ","yes       ","         3","     3","     3","       4","        71","     7"
"1774","F    ","   16","R        ","A        ","     1","services","     1","health  ","father    ","GT3      ","       2","course    ","           2","          3","         2","yes        ","yes     ","yes         ","yes        ","yes       ","         2","     1","     3","       2","        90","    84"
"1775","M    ","   19","R        ","A        ","     0","services","     0","other   ","other     ","GT3      ","       1","course    ","           2","          3","         2","yes        ","no      ","yes         ","no         ","no        ","         2","     4","     2","       2","        56","    99"
"1776","M    ","   17","R        ","A        ","     0","health  ","     2","health  ","other     ","LE3      ","       3","home      ","           3","          2","         2","no         ","yes     ","yes         ","yes        ","no        ","         3","     2","     1","       1","         7","    23"
"1777","M    ","   15","U        ","A        ","     1","at_home ","     1","teacher ","father    ","LE3      ","       4","home      ","           1","          2","         2","yes        ","no      ","yes         ","no         ","no        ","         1","     4","     2","       3","        25","    77"
"1778","M    ","   17","R        ","A        ","     0","at_home ","     0","services","father    ","LE3      ","       2","course    ","           3","          2","         2","yes        ","yes     ","yes         ","yes        ","no        ","         4","     3","     4","       1","        59","    26"
"1779","F    ","   21","R        ","T        ","     2","services","     0","teacher ","other     ","GT3      ","       3","other     ","           2","          2","         3","no         ","no      ","yes         ","no         ","yes       ","         3","     4","     2","       1","        46","    27"
"1780","F    ","   17","U        ","A        ","     2","other   ","     3","teacher ","father    ","LE3      ","       3","reputation","           1","          2","         3","no         ","no      ","yes         ","no         ","no        ","         1","     2","     4","       3","        63","    49"
"1781","F    ","   20","U        ","A        ","     1","at_home ","     2","teacher ","mother    ","LE3      ","       4","reputation","           3","          3","         2","yes        ","no      ","no          ","no         ","no        ","         3","     3","     2","       1","        30","    83"
"1782","F    ","   20","U        ","A        ","     2","teacher ","     3","services","other     ","LE3      ","       3","reputation","           1","          1","         2","no         ","yes     ","yes         ","yes        ","yes       ","         4","     2","     1","       3","        29","    75"
"1783","M    ","   16","U        ","A        ","     3","services","     3","at_home ","mother    ","GT3      ","       4","other     ","           1","          3","         3","yes        ","yes     ","no          ","yes        ","no        ","         2","     3","     2","       1","        27","    67"
"1784","M    ","   17","R        ","T        ","     3","teacher ","     2","at_home ","mother    ","GT3      ","       4","other     ","           1","          2","         3","no         ","no      ","yes         ","no         ","yes       ","         2","     3","     3","       4","         4","    98"
"1785","F    ","   21","R        ","A        ","     0","services","     3","health  ","other     ","LE3      ","       3","reputation","           2","          3","         2","yes        ","yes     ","no          ","no         ","yes       ","         3","     3","     2","       4","        69","    95"
"1786","F    ","   20","R        ","A        ","     3","at_home ","     1","at_home ","mother    ","LE3      ","       4","reputation","           2","          3","         2","yes        ","yes     ","yes         ","yes        ","no        ","         4","     1","     4","       2","        83","    21"
"1787","M    ","   15","U        ","A        ","     3","health  ","     2","teacher ","father    ","LE3      ","       4","other     ","           3","          3","         2","no         ","no      ","no          ","no         ","yes       ","         3","     4","     3","       1","        35","    66"
"1788","F    ","   19","R        ","T        ","     2","health  ","     3","services","other     ","LE3      ","       1","other     ","           1","          3","         3","no         ","no      ","yes         ","yes        ","yes       ","         1","     3","     1","       1","        13","    99"
"1789","M    ","   15","R        ","T        ","     0","teacher ","     2","other   ","other     ","LE3      ","       4","home      ","           1","          3","         3","no         ","no      ","yes         ","no         ","yes       ","         4","     2","     3","       4","        45","    87"
"1790","F    ","   17","R        ","A        ","     3","teacher ","     1","other   ","mother    ","LE3      ","       3","other     ","           3","          2","         2","no         ","yes     ","no          ","yes        ","yes       ","         1","     1","     2","       4","        37","    42"
"1791","F    ","   19","U        ","T        ","     1","at_home ","     3","services","other     ","LE3      ","       4","reputation","           1","          3","         3","no         ","yes     ","no          ","no         ","no        ","         1","     3","     3","       1","        92","    22"
"1792","F    ","   18","R        ","A        ","     3","at_home ","     2","other   ","other     ","LE3      ","       2","reputation","           1","          2","         2","yes        ","no      ","no          ","no         ","no        ","         4","     1","     1","       4","        80","    77"
"1793","M    ","   15","R        ","T        ","     2","teacher ","     2","teacher ","mother    ","GT3      ","       3","other     ","           3","          3","         3","yes        ","yes     ","no          ","yes        ","no        ","         4","     4","     4","       1","        90","    91"
"1794","M    ","   21","U        ","A        ","     0","health  ","     1","health  ","father    ","LE3      ","       4","home      ","           2","          2","         2","no         ","yes     ","yes         ","no         ","yes       ","         4","     2","     2","       2","        32","    80"
"1795","M    ","   17","R        ","T        ","     1","other   ","     3","teacher ","other     ","GT3      ","       3","reputation","           3","          1","         3","no         ","no      ","yes         ","yes        ","yes       ","         1","     4","     3","       3","        39","    15"
"1796","F    ","   17","R        ","T        ","     2","health  ","     3","at_home ","other     ","GT3      ","       4","course    ","           1","          1","         2","yes        ","no      ","no          ","no         ","no        ","         2","     4","     2","       2","        90","     8"
"1797","M    ","   20","R        ","A        ","     2","other   ","     1","other   ","father    ","GT3      ","       2","course    ","           2","          2","         3","yes        ","yes     ","no          ","yes        ","yes       ","         3","     1","     4","       4","        49","    55"
"1798","F    ","   20","U        ","A        ","     0","health  ","     1","other   ","other     ","GT3      ","       3","home      ","           2","          1","         1","no         ","no      ","yes         ","no         ","no        ","         3","     2","     1","       3","        31","    42"
"1799","M    ","   17","R        ","T        ","     1","health  ","     2","at_home ","father    ","LE3      ","       2","course    ","           1","          2","         1","yes        ","yes     ","no          ","yes        ","yes       ","         3","     1","     3","       1","        37","    51"
"1800","F    ","   19","R        ","A        ","     3","at_home ","     3","health  ","father    ","GT3      ","       2","home      ","           3","          3","         2","yes        ","yes     ","yes         ","yes        ","yes       ","         1","     1","     2","       4","        87","    94"
"1801","F    ","   21","U        ","A        ","     3","services","     1","services","mother    ","GT3      ","       4","course    ","           1","          1","         3","yes        ","yes     ","no          ","no         ","no        ","         1","     3","     2","       2","        64","    81"
"1802","F    ","   16","U        ","A        ","     1","other   ","     1","at_home ","mother    ","GT3      ","       3","other     ","           3","          1","         1","yes        ","no      ","yes         ","yes        ","yes       ","         1","     4","     4","       2","        28","    25"
"1803","M    ","   21","U        ","T        ","     0","services","     1","at_home ","father    ","GT3      ","       1","course    ","           3","          3","         1","yes        ","yes     ","yes         ","no         ","yes       ","         1","     4","     1","       3","        17","    44"
"1804","F    ","   16","U        ","A        ","     3","health  ","     2","services","other     ","LE3      ","       1","reputation","           2","          1","         1","no         ","yes     ","yes         ","no         ","yes       ","         3","     4","     2","       4","         9","    49"
"1805","M    ","   16","R        ","A        ","     3","other   ","     3","at_home ","father    ","GT3      ","       3","course    ","           2","          3","         2","no         ","yes     ","no          ","no         ","no        ","         3","     4","     1","       3","        79","     0"
"1806","F    ","   20","R        ","A        ","     1","other   ","     1","health  ","mother    ","LE3      ","       3","other     ","           3","          2","         2","yes        ","yes     ","yes         ","no         ","yes       ","         4","     3","     2","       2","        34","     2"
"1807","F    ","   19","U        ","T        ","     3","at_home ","     0","other   ","father    ","GT3      ","       1","reputation","           1","          1","         3","yes        ","no      ","no          ","yes        ","no        ","         2","     1","     4","       3","        84","    62"
"1808","F    ","   15","U        ","T        ","     1","teacher ","     1","other   ","other     ","GT3      ","       3","reputation","           3","          1","         3","no         ","no      ","yes         ","no         ","no        ","         2","     2","     2","       1","         5","    28"
"1809","M    ","   16","R        ","A        ","     0","at_home ","     2","other   ","father    ","LE3      ","       4","reputation","           2","          1","         1","no         ","no      ","yes         ","yes        ","yes       ","         4","     1","     2","       4","        48","    80"
"1810","F    ","   18","U        ","A        ","     1","services","     1","services","other     ","GT3      ","       1","other     ","           1","          1","         2","yes        ","yes     ","no          ","yes        ","no        ","         1","     2","     4","       3","        58","    89"
"1811","F    ","   17","R        ","A        ","     2","teacher ","     2","teacher ","father    ","LE3      ","       4","course    ","           1","          2","         2","no         ","no      ","yes         ","no         ","yes       ","         2","     4","     1","       4","        24","    55"
"1812","M    ","   19","U        ","T        ","     1","at_home ","     3","other   ","father    ","GT3      ","       3","course    ","           2","          3","         2","no         ","no      ","yes         ","yes        ","no        ","         4","     1","     1","       1","        41","    45"
"1813","M    ","   17","R        ","T        ","     3","at_home ","     3","health  ","father    ","GT3      ","       2","other     ","           3","          1","         2","yes        ","no      ","yes         ","yes        ","yes       ","         1","     3","     3","       1","        60","    43"
"1814","M    ","   16","U        ","A        ","     1","health  ","     3","at_home ","father    ","LE3      ","       3","reputation","           2","          2","         1","no         ","yes     ","yes         ","no         ","no        ","         2","     4","     4","       4","        41","    44"
"1815","M    ","   15","U        ","T        ","     0","health  ","     0","teacher ","mother    ","LE3      ","       1","home      ","           1","          2","         1","yes        ","no      ","no          ","no         ","yes       ","         3","     3","     4","       2","        33","    67"
"1816","F    ","   16","R        ","A        ","     2","at_home ","     0","health  ","father    ","LE3      ","       1","reputation","           3","          1","         1","yes        ","no      ","no          ","yes        ","yes       ","         1","     4","     1","       2","        56","    21"
"1817","F    ","   20","U        ","A        ","     3","health  ","     1","teacher ","other     ","GT3      ","       1","home      ","           3","          3","         2","no         ","no      ","yes         ","no         ","yes       ","         4","     4","     1","       2","        15","    11"
"1818","M    ","   18","U        ","A        ","     3","health  ","     1","teacher ","mother    ","GT3      ","       2","reputation","           2","          3","         1","no         ","no      ","no          ","no         ","no        ","         4","     1","     4","       4","        43","    48"
"1819","M    ","   20","R        ","T        ","     0","health  ","     3","teacher ","other     ","GT3      ","       1","home      ","           3","          3","         2","yes        ","no      ","no          ","yes        ","no        ","         4","     1","     4","       2","         8","    94"
"1820","M    ","   16","U        ","T        ","     1","teacher ","     3","services","other     ","LE3      ","       2","course    ","           3","          1","         3","no         ","no      ","yes         ","yes        ","no        ","         1","     3","     2","       4","        29","    21"
"1821","F    ","   18","U        ","A        ","     0","other   ","     2","teacher ","other     ","LE3      ","       4","other     ","           3","          3","         3","no         ","no      ","no          ","yes        ","yes       ","         4","     1","     3","       2","        82","    29"
"1822","M    ","   19","U        ","T        ","     1","health  ","     3","teacher ","mother    ","LE3      ","       3","course    ","           2","          1","         3","yes        ","yes     ","yes         ","yes        ","no        ","         1","     1","     1","       2","        61","    85"
"1823","M    ","   19","U        ","T        ","     2","at_home ","     3","other   ","mother    ","LE3      ","       1","reputation","           3","          1","         2","no         ","yes     ","yes         ","yes        ","yes       ","         3","     3","     1","       3","        44","     4"
"1824","F    ","   19","U        ","A        ","     1","health  ","     2","teacher ","mother    ","GT3      ","       3","other     ","           1","          3","         3","yes        ","yes     ","yes         ","no         ","no        ","         4","     4","     1","       2","        34","    36"
"1825","M    ","   15","U        ","T        ","     3","other   ","     2","teacher ","other     ","LE3      ","       4","home      ","           1","          1","         2","no         ","yes     ","no          ","no         ","no        ","         2","     1","     4","       4","        73","    27"
"1826","M    ","   17","R        ","T        ","     2","teacher ","     1","at_home ","other     ","LE3      ","       3","other     ","           3","          1","         3","yes        ","no      ","no          ","no         ","no        ","         1","     4","     1","       1","        55","    98"
